label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
middle_finger,0.14772236347198486,0.9398847818374634,-4.418077992340841e-08,0.11682310700416565,0.7612776756286621,0.013328682631254196,0.16867496073246002,0.6134905219078064,0.0036199598107486963,0.24803179502487183,0.5402422547340393,-0.003967084921896458,0.32465237379074097,0.5189207792282104,-0.0028281293343752623,0.2131359726190567,0.5815895795822144,-0.07471272349357605,0.26630929112434387,0.4112038314342499,-0.0891278088092804,0.2638917565345764,0.4825356602668762,-0.07323464006185532,0.25902998447418213,0.5765868425369263,-0.05352659150958061,0.2955916225910187,0.635387122631073,-0.08419039100408554,0.33506524562835693,0.39409002661705017,-0.10686270147562027,0.36271294951438904,0.25269222259521484,-0.11050409078598022,0.3894546627998352,0.15276968479156494,-0.11272500455379486,0.3607727289199829,0.6995072364807129,-0.08134666830301285,0.3861735463142395,0.5088945031166077,-0.08945061266422272,0.3469628095626831,0.5302542448043823,-0.059677667915821075,0.31259456276893616,0.575211226940155,-0.035364020615816116,0.40314584970474243,0.7699059844017029,-0.07515166699886322,0.38862770795822144,0.6281512975692749,-0.05867811664938927,0.3461085557937622,0.6439973711967468,-0.014554664492607117,0.3260344862937927,0.6916213035583496,0.0199285876005888
middle_finger,0.19520530104637146,0.9155638217926025,1.2741774071400869e-06,0.3073180615901947,0.7802160978317261,0.01122830156236887,0.3502539396286011,0.6448401212692261,-0.007613179739564657,0.38051503896713257,0.5430970191955566,-0.04140929877758026,0.41437801718711853,0.46649786829948425,-0.07099505513906479,0.22445034980773926,0.4813104569911957,-0.021779652684926987,0.28342390060424805,0.32381370663642883,-0.06902338564395905,0.31412556767463684,0.21900230646133423,-0.10200690478086472,0.3278568983078003,0.12545627355575562,-0.12724849581718445,0.20049068331718445,0.5158917307853699,-0.06581025570631027,0.2806684374809265,0.3300899863243103,-0.1411229372024536,0.3241099715232849,0.20732659101486206,-0.18183766305446625,0.3441943824291229,0.10270765423774719,-0.2028973251581192,0.20562976598739624,0.5842189192771912,-0.1068144142627716,0.3438680171966553,0.4516635537147522,-0.171834796667099,0.37191498279571533,0.5540397763252258,-0.14843030273914337,0.3444225788116455,0.6222005486488342,-0.11725158989429474,0.23862557113170624,0.6647213101387024,-0.14918982982635498,0.3697306215763092,0.5822046995162964,-0.1821884661912918,0.3804980516433716,0.6504756808280945,-0.15406420826911926,0.34783101081848145,0.703807532787323,-0.12509462237358093
middle_finger,0.40086960792541504,0.7460659742355347,-5.034336325593358e-08,0.3345884382724762,0.6276506781578064,-0.07102073729038239,0.3203902542591095,0.48588991165161133,-0.09788104891777039,0.32789739966392517,0.3742314279079437,-0.10639435052871704,0.3636285066604614,0.35649925470352173,-0.1024797186255455,0.4898090362548828,0.4931904673576355,-0.10201796144247055,0.4194847047328949,0.35516682267189026,-0.107112355530262,0.3923867642879486,0.4071207344532013,-0.0900820940732956,0.4020850956439972,0.4557497799396515,-0.07744276523590088,0.5332239866256714,0.4946155846118927,-0.06771115213632584,0.4898807108402252,0.2991969585418701,-0.09433409571647644,0.48513251543045044,0.19498738646507263,-0.10198906809091568,0.49724167585372925,0.11324119567871094,-0.1073179692029953,0.5447750091552734,0.5003106594085693,-0.030863771215081215,0.46285486221313477,0.36700719594955444,-0.053942739963531494,0.4238627552986145,0.4078666567802429,-0.046522654592990875,0.41669654846191406,0.4552851915359497,-0.035235174000263214,0.5355442762374878,0.5054526329040527,0.0020803308580070734,0.47494131326675415,0.3945736587047577,-0.008115680888295174,0.4403385818004608,0.4241447448730469,0.003485590685158968,0.4321041703224182,0.468384325504303,0.015695465728640556
middle_finger,0.39246344566345215,0.7488567233085632,1.4262711012236196e-08,0.3193744719028473,0.6314016580581665,-0.06893369555473328,0.3033870458602905,0.4866650700569153,-0.09778827428817749,0.3186541497707367,0.37194445729255676,-0.10932308435440063,0.36273738741874695,0.37158849835395813,-0.10891082882881165,0.46579113602638245,0.495215505361557,-0.10511433333158493,0.39334338903427124,0.3676956295967102,-0.11523198336362839,0.3743651807308197,0.422627329826355,-0.1027437299489975,0.3896687626838684,0.47211945056915283,-0.09340468794107437,0.515947163105011,0.4961996376514435,-0.07310714572668076,0.4697258472442627,0.3078070282936096,-0.1012967973947525,0.4647068381309509,0.20093375444412231,-0.1112966313958168,0.4768140912055969,0.11922436952590942,-0.11971066147089005,0.5328086614608765,0.5011801719665527,-0.03819430246949196,0.44732633233070374,0.37120291590690613,-0.05866958945989609,0.4096704125404358,0.41082707047462463,-0.0480349175632,0.40520864725112915,0.4575311243534088,-0.03631792962551117,0.5273482203483582,0.5054066181182861,-0.007804256863892078,0.4614487290382385,0.39739230275154114,-0.015165595337748528,0.4275287687778473,0.42651012539863586,-0.0022929355036467314,0.4198980927467346,0.4700111448764801,0.009335394017398357
middle_finger,0.1790013164281845,0.5656531453132629,4.871642431680812e-07,0.22566725313663483,0.42281603813171387,-0.006924177519977093,0.31324949860572815,0.34919944405555725,-0.017253709957003593,0.3896104097366333,0.35317859053611755,-0.02000316046178341,0.420967698097229,0.40024563670158386,-0.016447920352220535,0.3740324079990387,0.4423392415046692,-0.07691449671983719,0.4576758146286011,0.40894854068756104,-0.08099639415740967,0.4216803014278412,0.4212368130683899,-0.06865119189023972,0.38224858045578003,0.4408769905567169,-0.056101806461811066,0.3907637894153595,0.5307377576828003,-0.06900372356176376,0.5228534936904907,0.48562362790107727,-0.08576314151287079,0.605280876159668,0.46618643403053284,-0.08376464992761612,0.6658906936645508,0.4632139801979065,-0.08090006560087204,0.38826102018356323,0.6011880040168762,-0.05093156546354294,0.45347562432289124,0.5201818943023682,-0.047719769179821014,0.4306192100048065,0.4959754943847656,-0.020022228360176086,0.3965248763561249,0.49449580907821655,0.0010016397573053837,0.3729563057422638,0.655341386795044,-0.032361939549446106,0.41429099440574646,0.5787876844406128,-0.011420067399740219,0.39008861780166626,0.5492324233055115,0.025054972618818283,0.3610149323940277,0.5500438213348389,0.052034273743629456
middle_finger,0.2285332977771759,0.854993999004364,9.290826596952684e-08,0.18895089626312256,0.7268969416618347,-0.020663315430283546,0.19219619035720825,0.5965809226036072,-0.040996480733156204,0.2357158064842224,0.5113318562507629,-0.0515226274728775,0.2883346378803253,0.5132760405540466,-0.05392690747976303,0.2723920941352844,0.6306857466697693,-0.10595384985208511,0.28898438811302185,0.4936603307723999,-0.11698959767818451,0.27565819025039673,0.5381678342819214,-0.09790856391191483,0.27301228046417236,0.6014361381530762,-0.0796692743897438,0.34234970808029175,0.6669250726699829,-0.09631872177124023,0.3679233491420746,0.4740644693374634,-0.12319210916757584,0.39844197034835815,0.3665200471878052,-0.12249313294887543,0.4285427927970886,0.2918057143688202,-0.12092319130897522,0.38877439498901367,0.6994308233261108,-0.07640700787305832,0.3851814270019531,0.5407754778862,-0.08870653808116913,0.35254746675491333,0.5520194172859192,-0.06287743151187897,0.32645854353904724,0.5852412581443787,-0.040651723742485046,0.411649227142334,0.7254382967948914,-0.055848442018032074,0.4007161259651184,0.5887043476104736,-0.05118287354707718,0.37272071838378906,0.5910488367080688,-0.02017931267619133,0.3552073538303375,0.6266515851020813,0.005281887017190456
middle_finger,0.29549098014831543,0.639633059501648,4.86847000047419e-07,0.3673087954521179,0.6461348533630371,-0.04463673382997513,0.42471590638160706,0.5812464952468872,-0.06848910450935364,0.3966265916824341,0.5036244988441467,-0.09097327291965485,0.34267523884773254,0.4580320715904236,-0.10643059015274048,0.4206086993217468,0.4430084526538849,-0.03170749917626381,0.42081695795059204,0.41273820400238037,-0.09490858763456345,0.38653242588043213,0.48122647404670715,-0.1310824602842331,0.3617651164531708,0.5241151452064514,-0.14147165417671204,0.37547338008880615,0.41285598278045654,-0.036198690533638,0.4141026437282562,0.31218254566192627,-0.08783604204654694,0.4392184019088745,0.2407660335302353,-0.11051128059625626,0.46474477648735046,0.1674765646457672,-0.11419975012540817,0.32703685760498047,0.41059228777885437,-0.04973229393362999,0.3226832449436188,0.39935487508773804,-0.11919964849948883,0.31821614503860474,0.4958837330341339,-0.12736953794956207,0.3197377622127533,0.5568510293960571,-0.10925518721342087,0.2787630558013916,0.4282410144805908,-0.06589806079864502,0.28030773997306824,0.4479134678840637,-0.11024733632802963,0.28498032689094543,0.5267057418823242,-0.1024397686123848,0.29184097051620483,0.5755923986434937,-0.08180335909128189
middle_finger,0.3322224020957947,0.15233004093170166,5.51521964098356e-07,0.4200049340724945,0.2332196980714798,-0.013448950834572315,0.4377804398536682,0.3550453782081604,-0.03724206984043121,0.3951927125453949,0.45856115221977234,-0.05138588324189186,0.3489447832107544,0.5191563963890076,-0.05749500170350075,0.4173514246940613,0.40088143944740295,-0.11579558253288269,0.3914862871170044,0.5603534579277039,-0.1360037475824356,0.38196638226509094,0.5203924179077148,-0.12477557361125946,0.3737064003944397,0.4631321430206299,-0.1094590425491333,0.3389396071434021,0.3996328115463257,-0.11161943525075912,0.3313905596733093,0.6046854257583618,-0.1473582535982132,0.3342536985874176,0.7305248975753784,-0.15598292648792267,0.3290451169013977,0.8237035274505615,-0.16105836629867554,0.27435171604156494,0.38886675238609314,-0.09523814171552658,0.27979400753974915,0.5380821228027344,-0.11248853802680969,0.3038807511329651,0.5082204937934875,-0.08675471693277359,0.31529536843299866,0.4565851390361786,-0.06412811577320099,0.2291797250509262,0.3761475384235382,-0.07670682668685913,0.26401835680007935,0.4843387007713318,-0.06971566379070282,0.2865842282772064,0.45692139863967896,-0.034036923199892044,0.2871154248714447,0.41727447509765625,-0.005828097462654114
middle_finger,0.5674554109573364,0.44669783115386963,9.629862915971898e-07,0.5480480194091797,0.5811564922332764,-0.0077130417339503765,0.46566158533096313,0.654106616973877,-0.034457121044397354,0.37877848744392395,0.6322712302207947,-0.05357496812939644,0.3252214193344116,0.6089125275611877,-0.06457313150167465,0.44556114077568054,0.6744593381881714,-0.1135057806968689,0.30262696743011475,0.6646027565002441,-0.1377187818288803,0.33053258061408997,0.6495513319969177,-0.13388656079769135,0.37203261256217957,0.6319552659988403,-0.12577518820762634,0.4350378215312958,0.5838212370872498,-0.11857403814792633,0.2632933259010315,0.6084266901016235,-0.16653795540332794,0.17226748168468475,0.6480209827423096,-0.18052104115486145,0.09993022680282593,0.6616275310516357,-0.1889813393354416,0.42676353454589844,0.49656179547309875,-0.11127845197916031,0.2919667363166809,0.5212233066558838,-0.12869799137115479,0.31910285353660583,0.5483941435813904,-0.09634637087583542,0.35672903060913086,0.5467545390129089,-0.07133203744888306,0.4187329113483429,0.42201605439186096,-0.10271178930997849,0.3331567645072937,0.48508119583129883,-0.09090287238359451,0.3562822937965393,0.5003721714019775,-0.04876101389527321,0.38249537348747253,0.49274376034736633,-0.018274229019880295
middle_finger,0.16043049097061157,0.635899543762207,2.800471747832489e-07,0.22165270149707794,0.46245598793029785,-0.014049150049686432,0.33923912048339844,0.3769896626472473,-0.02009177953004837,0.43763041496276855,0.37908631563186646,-0.01597980596125126,0.47466835379600525,0.4350402355194092,-0.0011991328792646527,0.4345945417881012,0.5069279074668884,-0.07470431923866272,0.5378563404083252,0.455365389585495,-0.06552092730998993,0.48552268743515015,0.4523654878139496,-0.043286267668008804,0.4306861460208893,0.4689452350139618,-0.026219846680760384,0.44527667760849,0.616817831993103,-0.05860789492726326,0.5876857042312622,0.5572822093963623,-0.06226624175906181,0.6766823530197144,0.534633457660675,-0.05685760825872421,0.7453882694244385,0.5381060838699341,-0.05627310648560524,0.4303065538406372,0.6957988142967224,-0.03238796070218086,0.4954872131347656,0.6038976311683655,-0.02049930952489376,0.4683384597301483,0.564857006072998,0.007103149313479662,0.4240354001522064,0.5586055517196655,0.024946989491581917,0.4077957570552826,0.7427538633346558,-0.006139823701232672,0.4603680968284607,0.6511639952659607,0.014160053804516792,0.43628939986228943,0.6206552982330322,0.04742567613720894,0.40022096037864685,0.6209582686424255,0.07122130692005157
